file	cds	location	codon	position
../mitogenomes/mitoannotations/NC_004395_Sargocentron_rubrum.txt-	CDS	5493..7043	codon_start	1
../mitogenomes/mitoannotations/NC_004396_Parazen_pacificus.txt-	CDS	5434..6996	codon_start	1
../mitogenomes/mitoannotations/NC_004397_Zenion_japonicum.txt-	CDS	5452..7011	codon_start	1
../mitogenomes/mitoannotations/NC_004398_Allocyttus_niger.txt-	CDS	5438..7000	codon_start	1
../mitogenomes/mitoannotations/NC_004399_Neocyttus_rhomboidalis.txt-	CDS	5435..6997	codon_start	1
../mitogenomes/mitoannotations/NC_004400_Hypoptychus_dybowskii.txt-	CDS	5459..7009	codon_start	1
../mitogenomes/mitoannotations/NC_004401_Indostomus_paradoxus.txt-	CDS	5560..7110	codon_start	1
../mitogenomes/mitoannotations/NC_004402_Dactyloptena_tiltoni.txt-	CDS	5487..7037	codon_start	1
../mitogenomes/mitoannotations/NC_004403_Scalicus_amiscus.txt-	CDS	5484..7034	codon_start	1
../mitogenomes/mitoannotations/NC_004404_Cottus_reinii.txt-	CDS	5470..7020	codon_start	1
../mitogenomes/mitoannotations/NC_004405_Carangoides_armatus.txt-	CDS	5507..7057	codon_start	1
../mitogenomes/mitoannotations/NC_004406_Caranx_melampygus.txt-	CDS	5516..7066	codon_start	1
../mitogenomes/mitoannotations/NC_004407_Emmelichthys_struhsakeri.txt-	CDS	5486..7036	codon_start	1
../mitogenomes/mitoannotations/NC_004408_Pterocaesio_tile.txt-	CDS	5489..7039	codon_start	1
../mitogenomes/mitoannotations/NC_004409_Icelus_toyamensis.txt-	CDS	5646..7196	codon_start	1
../mitogenomes/mitoannotations/NC_004410_Pholis_crassispina.txt-	CDS	5480..7030	codon_start	1
../mitogenomes/mitoannotations/NC_004411_Petroscirtes_breviceps.txt-	CDS	5450..7012	codon_start	1
../mitogenomes/mitoannotations/NC_004412_Salarias_fasciatus.txt-	CDS	5450..7021	codon_start	1
../mitogenomes/mitoannotations/NC_004413_Arcos_sp_KU_149.txt-	CDS	5447..7024	codon_start	1
../mitogenomes/mitoannotations/NC_004414_Rhyacichthys_aspro.txt-	CDS	5482..7035	codon_start	1
../mitogenomes/mitoannotations/NC_004415_Eleotris_acanthopoma.txt-	CDS	5483..7036	codon_start	1
../mitogenomes/mitoannotations/NC_004416_Sufflamen_fraenatum.txt-	CDS	5487..7037	codon_start	1
../mitogenomes/mitoannotations/NC_004417_Gymnothorax_kidako.txt-	CDS	5430..7037	codon_start	1
../mitogenomes/mitoannotations/NC_004418_Polypterus_senegalus_senegalus.txt-	CDS	5419..6975	codon_start	1
../mitogenomes/mitoannotations/NC_004419_Polyodon_spathula.txt-	CDS	5500..7053	codon_start	1
../mitogenomes/mitoannotations/NC_004420_Scaphirhynchus_cf_albus.txt-	CDS	5505..7058	codon_start	1
../mitogenomes/mitoannotations/NC_004449_Gadus_chalcogrammus.txt-	CDS	5445..6995	codon_start	1
../mitogenomes/mitoannotations/NC_004530_Euthynnus_alletteratus.txt-	CDS	5479..7029	codon_start	1
../mitogenomes/mitoannotations/NC_004590_Alepocephalus_tenebrosus.txt-	CDS	5464..7014	codon_start	1
../mitogenomes/mitoannotations/NC_004591_Lipolagus_ochotensis.txt-	CDS	6081..7631	codon_start	1
../mitogenomes/mitoannotations/NC_004592_Dallia_pectoralis.txt-	CDS	5434..6984	codon_start	1
../mitogenomes/mitoannotations/NC_004593_Esox_lucius.txt-	CDS	5440..6990	codon_start	1
../mitogenomes/mitoannotations/NC_004594_Galaxias_maculatus.txt-	CDS	5452..7002	codon_start	1
../mitogenomes/mitoannotations/NC_004595_Glossanodon_semifasciatus.txt-	CDS	5475..7025	codon_start	1
../mitogenomes/mitoannotations/NC_004596_Nansenia_ardesiaca.txt-	CDS	5470..7020	codon_start	1
../mitogenomes/mitoannotations/NC_004597_Platytroctes_apus.txt-	CDS	5464..7014	codon_start	1
../mitogenomes/mitoannotations/NC_004598_Retropinna_retropinna.txt-	CDS	5520..7070	codon_start	1
../mitogenomes/mitoannotations/NC_004599_Salangichthys_microdon.txt-	CDS	5488..7038	codon_start	1
../mitogenomes/mitoannotations/NC_004600_Opisthoproctus_soleatus.txt-	CDS	5487..7037	codon_start	1
../mitogenomes/mitoannotations/NC_004692_Apteronotus_albifrons.txt-	CDS	5453..7012	codon_start	1
../mitogenomes/mitoannotations/NC_004693_Chanos_chanos.txt-	CDS	5515..7065	codon_start	1
../mitogenomes/mitoannotations/NC_004694_Sarcocheilichthys_variegatus_microoculus.txt-	CDS	5486..7036	codon_start	1
../mitogenomes/mitoannotations/NC_004695_Cobitis_striata.txt-	CDS	5460..7010	codon_start	1
../mitogenomes/mitoannotations/NC_004696_Lefua_echigonia.txt-	CDS	5462..7012	codon_start	1
../mitogenomes/mitoannotations/NC_004697_Tachysurus_tokiensis.txt-	CDS	5473..7023	codon_start	1
../mitogenomes/mitoannotations/NC_004698_Corydoras_rabauti.txt-	CDS	5448..7007	codon_start	1
../mitogenomes/mitoannotations/NC_004699_Phenacogrammus_interruptus.txt-	CDS	5457..7016	codon_start	1
../mitogenomes/mitoannotations/NC_004700_Chalceus_macrolepidotus.txt-	CDS	5490..7046	codon_start	1
../mitogenomes/mitoannotations/NC_004701_Eigenmannia_sp_CBM-ZF-10620.txt-	CDS	5465..7030	codon_start	1
../mitogenomes/mitoannotations/NC_004702_Gonorynchus_greyi.txt-	CDS	5512..7059	codon_start	1
../mitogenomes/mitoannotations/NC_004742_Amia_calva.txt-	CDS	5520..7070	codon_start	1
../mitogenomes/mitoannotations/NC_004743_Acipenser_transmontanus.txt-	CDS	5504..7057	codon_start	1
../mitogenomes/mitoannotations/NC_004744_Lepisosteus_oculatus.txt-	CDS	5487..7043	codon_start	1
../mitogenomes/mitoannotations/NC_004901_Thunnus_thynnus_thynnus.txt-	CDS	5475..7025	codon_start	1
../mitogenomes/mitoannotations/NC_005144_Notacanthus_chemnitzii.txt-	CDS	5482..7044	codon_start	1
../mitogenomes/mitoannotations/NC_005145_Hiodon_alosoides.txt-	CDS	5506..7065	codon_start	1
../mitogenomes/mitoannotations/NC_005146_Pagrus_auriga.txt-	CDS	5489..7054	codon_start	1
../mitogenomes/mitoannotations/NC_005251_Erpetoichthys_calabaricus.txt-	CDS	5462..7018	codon_start	1
../mitogenomes/mitoannotations/NC_005252_Huso_huso.txt-	CDS	5557..7110	codon_start	1
../mitogenomes/mitoannotations/NC_005254_Etheostoma_radiosum.txt-	CDS	5478..7028	codon_start	1
../mitogenomes/mitoannotations/NC_005257_Carpiodes_carpio.txt-	CDS	5487..7037	codon_start	1
../mitogenomes/mitoannotations/NC_005298_Saccopharynx_lavenbergi.txt-	CDS	11897..13612	codon_start	1
../mitogenomes/mitoannotations/NC_005299_Eurypharynx_pelecanoides.txt-	CDS	10665..12326	codon_start	1
../mitogenomes/mitoannotations/NC_005313_Auxis_rochei.txt-	CDS	5474..7024	codon_start	1
../mitogenomes/mitoannotations/NC_005316_Katsuwonus_pelamis.txt-	CDS	5478..7028	codon_start	1
../mitogenomes/mitoannotations/NC_005317_Thunnus_alalunga.txt-	CDS	5475..7025	codon_start	1
../mitogenomes/mitoannotations/NC_005318_Auxis_thazard.txt-	CDS	5475..7025	codon_start	1
../mitogenomes/mitoannotations/NC_005450_Sebastes_schlegelii.txt-	CDS	5510..7063	codon_start	1
../mitogenomes/mitoannotations/NC_005451_Acipenser_dabryanus.txt-	CDS	5503..7056	codon_start	1
../mitogenomes/mitoannotations/NC_005795_Acipenser_stellatus.txt-	CDS	5506..7059	codon_start	1
../mitogenomes/mitoannotations/NC_005796_Pterothrissus_gissu.txt-	CDS	5506..7062	codon_start	1
../mitogenomes/mitoannotations/NC_005798_Elops_hawaiensis.txt-	CDS	5508..7103	codon_start	1
../mitogenomes/mitoannotations/NC_005799_Megalops_cyprinoides.txt-	CDS	5506..7101	codon_start	1
../mitogenomes/mitoannotations/NC_005800_Albula_glossodonta.txt-	CDS	5471..7024	codon_start	1
../mitogenomes/mitoannotations/NC_005801_Aldrovandia_affinis.txt-	CDS	5484..7046	codon_start	1
../mitogenomes/mitoannotations/NC_005802_Ophisurus_macrorhynchos.txt-	CDS	5514..7154	codon_start	1
../mitogenomes/mitoannotations/NC_005803_Elops_saurus.txt-	CDS	5509..7104	codon_start	1
../mitogenomes/mitoannotations/NC_005804_Megalops_atlanticus.txt-	CDS	5506..7101	codon_start	1
../mitogenomes/mitoannotations/NC_005805_Synaphobranchus_kaupii.txt-	CDS	5510..7105	codon_start	1
../mitogenomes/mitoannotations/NC_005834_Psephurus_gladius.txt-	CDS	5505..7058	codon_start	1
../mitogenomes/mitoannotations/NC_005836_Mola_mola.txt-	CDS	5480..7033	codon_start	1
../mitogenomes/mitoannotations/NC_005837_Masturus_lanceolatus.txt-	CDS	5480..7033	codon_start	1
../mitogenomes/mitoannotations/NC_006131_Acanthogobius_hasta.txt-	CDS	5469..7028	codon_start	1
../mitogenomes/mitoannotations/NC_006136_Carassius_auratus_x_Cyprinus_carpio.txt-	CDS	5479..7029	codon_start	1
../mitogenomes/mitoannotations/NC_006291_Carassius_carassius.txt-	CDS	5479..7029	codon_start	1
../mitogenomes/mitoannotations/NC_006355_Chlorurus_sordidus.txt-	CDS	5568..7127	codon_start	1
../mitogenomes/mitoannotations/NC_006381_Pangasianodon_gigas.txt-	CDS	5466..7016	codon_start	1
../mitogenomes/mitoannotations/NC_006387_Carassius_auratus_x_Cyprinus_carpio_x_Carassius_cuvieri.txt-	CDS	5479..7029	codon_start	1
../mitogenomes/mitoannotations/NC_006398_Scomber_scombrus.txt-	CDS	5510..7069	codon_start	1
../mitogenomes/mitoannotations/NC_006401_Myxocyprinus_asiaticus.txt-	CDS	5491..7041	codon_start	1
../mitogenomes/mitoannotations/NC_006531_Anguilla_anguilla.txt-	CDS	5493..7085	codon_start	1
../mitogenomes/mitoannotations/NC_006532_Anguilla_australis_australis.txt-	CDS	5492..7084	codon_start	1
../mitogenomes/mitoannotations/NC_006533_Anguilla_australis_schmidti.txt-	CDS	5496..7088	codon_start	1
../mitogenomes/mitoannotations/NC_006534_Anguilla_bicolor_bicolor.txt-	CDS	5494..7086	codon_start	1
../mitogenomes/mitoannotations/NC_006535_Anguilla_bicolor_pacifica.txt-	CDS	5489..7081	codon_start	1
../mitogenomes/mitoannotations/NC_006536_Anguilla_malgumora.txt-	CDS	5495..7087	codon_start	1
../mitogenomes/mitoannotations/NC_006537_Anguilla_celebesensis.txt-	CDS	5496..7088	codon_start	1
../mitogenomes/mitoannotations/NC_006538_Anguilla_dieffenbachii.txt-	CDS	5499..7091	codon_start	1
../mitogenomes/mitoannotations/NC_006539_Anguilla_interioris.txt-	CDS	5504..7096	codon_start	1
../mitogenomes/mitoannotations/NC_006540_Anguilla_marmorata.txt-	CDS	5497..7089	codon_start	1
../mitogenomes/mitoannotations/NC_006541_Anguilla_megastoma.txt-	CDS	5499..7091	codon_start	1
../mitogenomes/mitoannotations/NC_006542_Anguilla_mossambica.txt-	CDS	5498..7090	codon_start	1
../mitogenomes/mitoannotations/NC_006543_Anguilla_bengalensis_labiata.txt-	CDS	5499..7091	codon_start	1
../mitogenomes/mitoannotations/NC_006544_Anguilla_nebulosa_nebulosa.txt-	CDS	5498..7090	codon_start	1
../mitogenomes/mitoannotations/NC_006545_Anguilla_obscura.txt-	CDS	5496..7088	codon_start	1
../mitogenomes/mitoannotations/NC_006546_Anguilla_reinhardtii.txt-	CDS	5495..7087	codon_start	1
../mitogenomes/mitoannotations/NC_006547_Anguilla_rostrata.txt-	CDS	5490..7082	codon_start	1
../mitogenomes/mitoannotations/NC_006580_Carassius_auratus_auratus.txt-	CDS	5479..7029	codon_start	1
../mitogenomes/mitoannotations/NC_006818_Trachurus_trachurus.txt-	CDS	5512..7062	codon_start	1
../mitogenomes/mitoannotations/NC_006897_Oncorhynchus_clarkii_henshawi.txt-	CDS	5467..7017	codon_start	1
../mitogenomes/mitoannotations/NC_006913_Chirocentrus_dorab.txt-	CDS	5455..7005	codon_start	1
../mitogenomes/mitoannotations/NC_006917_Jenkinsia_lamprotaenia.txt-	CDS	5450..7000	codon_start	1
../mitogenomes/mitoannotations/NC_006918_Salanx_ariakensis.txt-	CDS	5496..7046	codon_start	1
../mitogenomes/mitoannotations/NC_006919_Sundasalanx_mekongensis.txt-	CDS	5454..7004	codon_start	1
../mitogenomes/mitoannotations/NC_006920_Porichthys_myriaster.txt-	CDS	1457..3013	codon_start	1
../mitogenomes/mitoannotations/NC_006921_Latimeria_menadoensis.txt-	CDS	5474..7018	codon_start	1
../mitogenomes/mitoannotations/NC_007012_Scleropages_formosus.txt-	CDS	5492..7048	codon_start	1
../mitogenomes/mitoannotations/NC_007173_Okamejei_kenojei.txt-	CDS	5475..7031	codon_start	1
../mitogenomes/mitoannotations/NC_007228_Synodus_variegatus.txt-	CDS	5438..6988	codon_start	1
../mitogenomes/mitoannotations/NC_007229_Cobitis_sinensis.txt-	CDS	5453..7003	codon_start	1
../mitogenomes/mitoannotations/NC_007230_Plesiobatis_daviesi.txt-	CDS	5503..7053	codon_start	1
../mitogenomes/mitoannotations/NC_007231_Oreochromis_mossambicus.txt-	CDS	5482..7083	codon_start	1
../mitogenomes/mitoannotations/NC_007395_Merlangius_merlangus.txt-	CDS	5443..6996	codon_start	1
../mitogenomes/mitoannotations/NC_007396_Melanogrammus_aeglefinus.txt-	CDS	5448..6998	codon_start	1
../mitogenomes/mitoannotations/NC_007403_Cypselurus_hiraii.txt-	CDS	5472..7025	codon_start	1
../mitogenomes/mitoannotations/NC_007439_Lates_calcarifer.txt-	CDS	5561..7111	codon_start	1
../mitogenomes/mitoannotations/NC_007783_Coreoleuciscus_splendidus.txt-	CDS	5495..7045	codon_start	1
../mitogenomes/mitoannotations/NC_007784_Hemibarbus_longirostris.txt-	CDS	5491..7041	codon_start	1
../mitogenomes/mitoannotations/NC_007785_Hemibarbus_labeo.txt-	CDS	5494..7044	codon_start	1
../mitogenomes/mitoannotations/NC_007786_Hemibarbus_mylodon.txt-	CDS	5492..7042	codon_start	1
../mitogenomes/mitoannotations/NC_007882_Kneria_sp_SL-2004.txt-	CDS	5482..7032	codon_start	1
../mitogenomes/mitoannotations/NC_007885_Rhodeus_uyekii.txt-	CDS	5470..7020	codon_start	1
../mitogenomes/mitoannotations/NC_007887_Ranzania_laevis.txt-	CDS	5478..7031	codon_start	1
../mitogenomes/mitoannotations/NC_007889_Denticeps_clupeoides.txt-	CDS	5452..7002	codon_start	1
../mitogenomes/mitoannotations/NC_007890_Grasseichthys_gabonensis.txt-	CDS	5472..7022	codon_start	1
../mitogenomes/mitoannotations/NC_007891_Parakneria_cameronensis.txt-	CDS	5477..7027	codon_start	1
../mitogenomes/mitoannotations/NC_007892_Phractolaemus_ansorgii.txt-	CDS	5490..7040	codon_start	1
../mitogenomes/mitoannotations/NC_007939_Verasper_variegatus.txt-	CDS	5500..7056	codon_start	1
../mitogenomes/mitoannotations/NC_008102_Campostoma_anomalum.txt-	CDS	5490..7040	codon_start	1
../mitogenomes/mitoannotations/NC_008103_Cyprinella_spiloptera.txt-	CDS	5479..7029	codon_start	1
../mitogenomes/mitoannotations/NC_008104_Lepisosteus_osseus.txt-	CDS	5488..7044	codon_start	1
../mitogenomes/mitoannotations/NC_008105_Gila_robusta.txt-	CDS	5494..7044	codon_start	1
../mitogenomes/mitoannotations/NC_008106_Micropterus_salmoides.txt-	CDS	5472..7022	codon_start	1
../mitogenomes/mitoannotations/NC_008107_Dorosoma_cepedianum.txt-	CDS	5483..7033	codon_start	1
../mitogenomes/mitoannotations/NC_008108_Iberochondrostoma_lemmingii.txt-	CDS	5485..7035	codon_start	1
../mitogenomes/mitoannotations/NC_008109_Scomberomorus_cavalla.txt-	CDS	5479..7038	codon_start	1
../mitogenomes/mitoannotations/NC_008110_Notropis_stramineus.txt-	CDS	5479..7029	codon_start	1
../mitogenomes/mitoannotations/NC_008111_Percina_macrolepida.txt-	CDS	5476..7026	codon_start	1
../mitogenomes/mitoannotations/NC_008112_Phenacobius_mirabilis.txt-	CDS	5480..7030	codon_start	1
../mitogenomes/mitoannotations/NC_008113_Minytrema_melanops.txt-	CDS	5480..7030	codon_start	1
../mitogenomes/mitoannotations/NC_008123_Sirembo_imberbis.txt-	CDS	5482..7032	codon_start	1
../mitogenomes/mitoannotations/NC_008124_Bregmaceros_nectabanus.txt-	CDS	6970..8526	codon_start	1
../mitogenomes/mitoannotations/NC_008125_Lophiomus_setigerus.txt-	CDS	5471..7030	codon_start	1
../mitogenomes/mitoannotations/NC_008126_Diretmoides_veriginae.txt-	CDS	5921..7462	codon_start	1
../mitogenomes/mitoannotations/NC_008127_Diretmus_argenteus.txt-	CDS	5867..7408	codon_start	1
../mitogenomes/mitoannotations/NC_008128_Anomalops_katoptron.txt-	CDS	5460..7010	codon_start	1
