file	gene	location	product	grep
../mitogenomes/mitoannotations/NC_004697_Tachysurus_tokiensis.txt:	rRNA	71..1024	product	12S rRNA
../mitogenomes/mitoannotations/NC_004698_Corydoras_rabauti.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004699_Phenacogrammus_interruptus.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_004700_Chalceus_macrolepidotus.txt:	rRNA	69..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_004701_Eigenmannia_sp_CBM-ZF-10620.txt:	rRNA	69..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004702_Gonorynchus_greyi.txt:	rRNA	69..1033	product	12S rRNA
../mitogenomes/mitoannotations/NC_004742_Amia_calva.txt:	rRNA	69..1031	product	12S rRNA
../mitogenomes/mitoannotations/NC_004743_Acipenser_transmontanus.txt:	rRNA	69..1029	product	12S rRNA
../mitogenomes/mitoannotations/NC_004744_Lepisosteus_oculatus.txt:	rRNA	69..1027	product	12S rRNA
../mitogenomes/mitoannotations/NC_004901_Thunnus_thynnus_thynnus.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_005144_Notacanthus_chemnitzii.txt:	rRNA	70..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_005145_Hiodon_alosoides.txt:	rRNA	69..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_005146_Pagrus_auriga.txt:	rRNA	71..1022	product	12S rRNA
../mitogenomes/mitoannotations/NC_005251_Erpetoichthys_calabaricus.txt:	rRNA	72..1072	product	12S rRNA
../mitogenomes/mitoannotations/NC_005252_Huso_huso.txt:	rRNA	124..1081	product	12S rRNA
../mitogenomes/mitoannotations/NC_005254_Etheostoma_radiosum.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_005257_Carpiodes_carpio.txt:	rRNA	70..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_005298_Saccopharynx_lavenbergi.txt:	rRNA	70..1007	product	12S rRNA
../mitogenomes/mitoannotations/NC_005299_Eurypharynx_pelecanoides.txt:	rRNA	71..1012	product	12S rRNA
../mitogenomes/mitoannotations/NC_005313_Auxis_rochei.txt:	rRNA	69..1012	product	12S rRNA
../mitogenomes/mitoannotations/NC_005316_Katsuwonus_pelamis.txt:	rRNA	69..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_005317_Thunnus_alalunga.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_005318_Auxis_thazard.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_005450_Sebastes_schlegelii.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_005451_Acipenser_dabryanus.txt:	rRNA	69..1028	product	12S rRNA
../mitogenomes/mitoannotations/NC_005795_Acipenser_stellatus.txt:	rRNA	68..1028	product	12S rRNA
../mitogenomes/mitoannotations/NC_005796_Pterothrissus_gissu.txt:	rRNA	70..1028	product	12S rRNA
../mitogenomes/mitoannotations/NC_005798_Elops_hawaiensis.txt:	rRNA	71..1027	product	12S rRNA
../mitogenomes/mitoannotations/NC_005799_Megalops_cyprinoides.txt:	rRNA	72..1024	product	12S rRNA
../mitogenomes/mitoannotations/NC_005800_Albula_glossodonta.txt:	rRNA	69..1038	product	12S rRNA
../mitogenomes/mitoannotations/NC_005801_Aldrovandia_affinis.txt:	rRNA	70..1028	product	12S rRNA
../mitogenomes/mitoannotations/NC_005802_Ophisurus_macrorhynchos.txt:	rRNA	70..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_005803_Elops_saurus.txt:	rRNA	71..1027	product	12S rRNA
../mitogenomes/mitoannotations/NC_005804_Megalops_atlanticus.txt:	rRNA	72..1031	product	12S rRNA
../mitogenomes/mitoannotations/NC_005805_Synaphobranchus_kaupii.txt:	rRNA	72..1030	product	12S rRNA
../mitogenomes/mitoannotations/NC_005834_Psephurus_gladius.txt:	rRNA	70..1029	product	12S rRNA
../mitogenomes/mitoannotations/NC_005836_Mola_mola.txt:	rRNA	69..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_005837_Masturus_lanceolatus.txt:	rRNA	69..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_006131_Acanthogobius_hasta.txt:	rRNA	69..1012	product	12S rRNA
../mitogenomes/mitoannotations/NC_006136_Carassius_auratus_x_Cyprinus_carpio.txt:	rRNA	70..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_006291_Carassius_carassius.txt:	rRNA	70..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_006355_Chlorurus_sordidus.txt:	rRNA	69..1022	product	12S rRNA
../mitogenomes/mitoannotations/NC_006381_Pangasianodon_gigas.txt:	rRNA	71..1029	product	12S rRNA
../mitogenomes/mitoannotations/NC_006387_Carassius_auratus_x_Cyprinus_carpio_x_Carassius_cuvieri.txt:	rRNA	70..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_006398_Scomber_scombrus.txt:	rRNA	70..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_006401_Myxocyprinus_asiaticus.txt:	rRNA	70..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_006531_Anguilla_anguilla.txt:	rRNA	71..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_006532_Anguilla_australis_australis.txt:	rRNA	71..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_006533_Anguilla_australis_schmidti.txt:	rRNA	71..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_006534_Anguilla_bicolor_bicolor.txt:	rRNA	70..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_006535_Anguilla_bicolor_pacifica.txt:	rRNA	70..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_006536_Anguilla_malgumora.txt:	rRNA	71..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_006537_Anguilla_celebesensis.txt:	rRNA	71..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_006538_Anguilla_dieffenbachii.txt:	rRNA	71..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_006539_Anguilla_interioris.txt:	rRNA	71..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_006540_Anguilla_marmorata.txt:	rRNA	70..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_006541_Anguilla_megastoma.txt:	rRNA	71..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_006542_Anguilla_mossambica.txt:	rRNA	71..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_006543_Anguilla_bengalensis_labiata.txt:	rRNA	70..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_006544_Anguilla_nebulosa_nebulosa.txt:	rRNA	70..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_006545_Anguilla_obscura.txt:	rRNA	70..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_006546_Anguilla_reinhardtii.txt:	rRNA	71..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_006547_Anguilla_rostrata.txt:	rRNA	71..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_006580_Carassius_auratus_auratus.txt:	rRNA	70..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_006818_Trachurus_trachurus.txt:	rRNA	69..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_006897_Oncorhynchus_clarkii_henshawi.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_006913_Chirocentrus_dorab.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_006917_Jenkinsia_lamprotaenia.txt:	rRNA	71..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_006918_Salanx_ariakensis.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_006919_Sundasalanx_mekongensis.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_006920_Porichthys_myriaster.txt:	rRNA	6036..6948	product	12S rRNA
../mitogenomes/mitoannotations/NC_006921_Latimeria_menadoensis.txt:	rRNA	71..1052	product	12S rRNA
../mitogenomes/mitoannotations/NC_007012_Scleropages_formosus.txt:	rRNA	71..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_007173_Okamejei_kenojei.txt:	rRNA	70..1034	product	12S rRNA
../mitogenomes/mitoannotations/NC_007228_Synodus_variegatus.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_007229_Cobitis_sinensis.txt:	rRNA	70..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_007230_Plesiobatis_daviesi.txt:	rRNA	71..1036	product	12S rRNA
../mitogenomes/mitoannotations/NC_007231_Oreochromis_mossambicus.txt:	rRNA	70..1011	product	12S rRNA
../mitogenomes/mitoannotations/NC_007395_Merlangius_merlangus.txt:	rRNA	69..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_007396_Melanogrammus_aeglefinus.txt:	rRNA	69..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_007403_Cypselurus_hiraii.txt:	rRNA	70..1012	product	12S rRNA
../mitogenomes/mitoannotations/NC_007439_Lates_calcarifer.txt:	rRNA	69..1033	product	12S rRNA
../mitogenomes/mitoannotations/NC_007783_Coreoleuciscus_splendidus.txt:	rRNA	70..1027	product	12S rRNA
../mitogenomes/mitoannotations/NC_007784_Hemibarbus_longirostris.txt:	rRNA	70..1029	product	12S rRNA
../mitogenomes/mitoannotations/NC_007785_Hemibarbus_labeo.txt:	rRNA	70..1028	product	12S rRNA
../mitogenomes/mitoannotations/NC_007786_Hemibarbus_mylodon.txt:	rRNA	70..1029	product	12S rRNA
../mitogenomes/mitoannotations/NC_007882_Kneria_sp_SL-2004.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_007885_Rhodeus_uyekii.txt:	rRNA	70..1028	product	12S rRNA
../mitogenomes/mitoannotations/NC_007887_Ranzania_laevis.txt:	rRNA	69..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_007889_Denticeps_clupeoides.txt:	rRNA	69..1011	product	12S rRNA
../mitogenomes/mitoannotations/NC_007890_Grasseichthys_gabonensis.txt:	rRNA	69..1011	product	12S rRNA
../mitogenomes/mitoannotations/NC_007891_Parakneria_cameronensis.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_007892_Phractolaemus_ansorgii.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_007939_Verasper_variegatus.txt:	rRNA	69..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_008102_Campostoma_anomalum.txt:	rRNA	70..1027	product	12S rRNA
../mitogenomes/mitoannotations/NC_008103_Cyprinella_spiloptera.txt:	rRNA	71..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_008104_Lepisosteus_osseus.txt:	rRNA	69..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_008105_Gila_robusta.txt:	rRNA	70..1027	product	12S rRNA
../mitogenomes/mitoannotations/NC_008106_Micropterus_salmoides.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_008107_Dorosoma_cepedianum.txt:	rRNA	69..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_008108_Iberochondrostoma_lemmingii.txt:	rRNA	70..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_008109_Scomberomorus_cavalla.txt:	rRNA	69..1022	product	12S rRNA
../mitogenomes/mitoannotations/NC_008110_Notropis_stramineus.txt:	rRNA	70..1027	product	12S rRNA
